fawn	young
coralbells	entertainer
coralbells	person
coralbells	organism
trogon	bird
striker	striker
striker	bluejacket
orthopedist	expert
romantic	romantic
romantic	idealist
romantic	visionary
alligatorfish	person
alligatorfish	organism
arranger	musician
grouch	grouch
conqueror	victor
conqueror	combatant
demagogue	politician
demagogue	schemer
demagogue	planner
cutlassfish	vertebrate
cutlassfish	chordate
cutlassfish	animal
cutlassfish	organism
dead-man's-fingers	organism
leaker	communicator
girlfriend	girlfriend
hound	hound
sandpiper	sandpiper
sandpiper	shorebird
casualty	casualty
casualty	victim
woodcutter	laborer
woodcutter	workman
woodcutter	employee
basidiolichen	organism
hybrid	hybrid
twerp	simpleton
idolatress	person
idolatress	organism
astronaut	astronaut
weeder	laborer
weeder	workman
weeder	employee
pipal	tree
pipal	plant
pipal	actor
pipal	performer
pipal	entertainer
gander	goose
gander	waterfowl
gander	bird
sheepman	creator
sheepman	person
sheepman	organism
tackle	tackle
schlemiel	simpleton
schlemiel	person
schlemiel	organism
scolopendrium	plant
scolopendrium	actor
scolopendrium	performer
scolopendrium	entertainer
scolopendrium	person
scolopendrium	organism
sardine	fish
bushtit	bird
bushtit	vertebrate
bushtit	chordate
bushtit	animal
sewer	sewer
sewer	needleworker
glasswort	herb
glasswort	plant
glasswort	actor
glasswort	performer
glasswort	entertainer
nullipara	person
nullipara	organism
caveman	primitive
abominator	person
abominator	organism
turnstone	bird
turnstone	vertebrate
turnstone	chordate
forger	smith
liar	liar
liar	deceiver
liar	wrongdoer
founder	founder
lappet	insect
lappet	arthropod
lappet	invertebrate
lappet	animal
latanier	plant
latanier	actor
latanier	performer
latanier	entertainer
latanier	person
latanier	organism
goatsucker	bird
halophyte	plant
halophyte	actor
halophyte	performer
halophyte	entertainer
halophyte	person
halophyte	organism
cat's-tail	plant
cat's-tail	actor
cat's-tail	performer
cat's-tail	entertainer
cat's-tail	person
cat's-tail	organism
soldierfish	vertebrate
soldierfish	chordate
soldierfish	animal
soldierfish	organism
gnatcatcher	singer
gnatcatcher	musician
gnatcatcher	performer
gnatcatcher	entertainer
unilateralist	advocate
unilateralist	lawyer
unilateralist	professional
unilateralist	athlete
unilateralist	contestant
jacamar	bird
jacamar	vertebrate
jacamar	chordate
jacamar	animal
myxovirus	virus
myxovirus	microorganism
scout	scout
eremite	religious
goldbeater	worker
goldbeater	person
goldbeater	organism
posseman	subordinate
posseman	assistant
posseman	worker
posseman	person
posseman	organism
turtler	worker
turtler	person
turtler	organism
windowpane	fish
windowpane	vertebrate
windowpane	chordate
stitchwort	herb
stitchwort	plant
stitchwort	actor
stitchwort	performer
stitchwort	entertainer
stitchwort	person
stitchwort	organism
pterodactyl	diapsid
pterodactyl	reptile
pterodactyl	vertebrate
pterodactyl	chordate
pterodactyl	animal
westerner	inhabitant
scorpionfish	fish
scorpionfish	vertebrate
scorpionfish	chordate
scorpionfish	animal
knitter	needleworker
knitter	maker
knitter	creator
grasshopper	grasshopper
liparis	flower
liparis	angiosperm
liparis	spermatophyte
liparis	plant
liparis	actor
liparis	performer
liparis	entertainer
padrone	leader
cottonwood	poplar
senega	shrub
senega	plant
senega	actor
senega	performer
senega	entertainer
shanghaier	person
shanghaier	organism
metallurgist	engineer
scrimshanker	person
scrimshanker	organism
conferee	communicator
skeptic	intellectual
harmonizer	musician
harmonizer	performer
harmonizer	entertainer
dolichocephalic	adult
dolichocephalic	person
dolichocephalic	organism
bedfellow	associate
bedfellow	subordinate
bedfellow	assistant
everlasting	everlasting
everlasting	composite
wrecker	laborer
wrecker	workman
wrecker	employee
protectionist	advocate
protectionist	lawyer
protectionist	professional
protectionist	athlete
protectionist	contestant
globeflower	herb
globeflower	plant
globeflower	actor
globeflower	performer
globeflower	entertainer
globeflower	person
globeflower	organism
thecodont	vertebrate
thecodont	chordate
thecodont	animal
thecodont	organism
acrodont	animal
acrodont	organism
corporatist	advocate
corporatist	lawyer
corporatist	professional
corporatist	athlete
corporatist	contestant
jonah	jonah
bigamist	spouse
bigamist	relative
crinoid	invertebrate
crinoid	animal
dabbler	amateur
dabbler	athlete
dabbler	contestant
grassfinch	craftsman
grassfinch	worker
bushwhacker	soldier
bushwhacker	serviceman
bushwhacker	worker
desmid	organism
tortoise	turtle
tortoise	chelonian
tortoise	anapsid
tortoise	reptile
ichneumon	animal
frangipani	shrub
huckster	communicator
Britisher	Britisher
Britisher	European
Britisher	inhabitant
barker	barker
barker	promoter
barker	advertiser
barker	publicist
abortionist	doctor
abortionist	scholar
abortionist	intellectual
sadist	wrongdoer
episcia	plant
episcia	actor
episcia	performer
episcia	entertainer
episcia	person
episcia	organism
aerophile	person
aerophile	organism
dachshund	dog
dachshund	chap
dachshund	male
puka	tree
puka	plant
puka	actor
puka	performer
puka	entertainer
puku	bovid
puku	ruminant
puku	ungulate
puku	placental
puku	mammal
puku	vertebrate
puku	chordate
puku	animal
shellflower	plant
shellflower	actor
shellflower	performer
shellflower	entertainer
shellflower	person
shellflower	organism
chimpanzee	ape
chimpanzee	primate
sylph	woman
sylph	female
American	inhabitant
guvnor	leader
loquat	tree
loquat	plant
loquat	actor
loquat	performer
loquat	entertainer
malik	malik
skin-diver	person
skin-diver	organism
cattleya	flower
cattleya	angiosperm
cattleya	spermatophyte
cattleya	plant
cattleya	actor
aspirant	applicant
addle-head	person
addle-head	organism
sleuth	detective
sleuth	policeman
sleuth	lawman
sleuth	defender
sleuth	preserver
sleuth	cook
shark	shark
watercolorist	worker
suffragist	advocate
suffragist	lawyer
suffragist	professional
suffragist	athlete
suffragist	contestant
recruiting-sergeant	worker
recruiting-sergeant	person
recruiting-sergeant	organism
jackrabbit	leporid
jackrabbit	lagomorph
jackrabbit	placental
jackrabbit	mammal
botanist	biologist
botanist	scientist
anomalops	organism
siren	siren
siren	salamander
siren	amphibian
macadamia	tree
rye	rye
rye	cereal
rye	grass
fullback	back
ivy	ivy
abjurer	person
holometabola	insect
holometabola	arthropod
holometabola	invertebrate
holometabola	animal
holometabola	organism
dancing-master	performer
dancing-master	entertainer
dancing-master	person
dancing-master	organism
plasmodium	protoctist
plasmodium	microorganism
salesclerk	employee
gentian	flower
gentian	angiosperm
gentian	spermatophyte
ambassador	ambassador
lowerclassman	lowerclassman
elocutionist	communicator
elocutionist	person
elocutionist	organism
catalufa	organism
usurper	wrongdoer
coelacanth	fish
coelacanth	vertebrate
coelacanth	chordate
coelacanth	animal
down-and-out	unfortunate
deserter	deserter
deserter	quitter
swordtail	fish
swordtail	vertebrate
swordtail	chordate
swordtail	animal
taipan	snake
whydah	craftsman
whydah	worker
ephemeron	arthropod
ephemeron	invertebrate
ephemeron	animal
ephemeron	organism
counterdemonstrator	worker
counterdemonstrator	person
counterdemonstrator	organism
surrealist	artist
surrealist	creator
glowworm	insect
glowworm	arthropod
glowworm	invertebrate
glowworm	animal
scrod	fish
scrod	vertebrate
scrod	chordate
scrod	animal
lumpsucker	vertebrate
lumpsucker	chordate
lumpsucker	animal
lumpsucker	organism
wisent	bovid
wisent	ruminant
wisent	ungulate
wisent	placental
wisent	mammal
wisent	vertebrate
wisent	chordate
wisent	animal
myrmecophile	organism
oarswoman	worker
oarswoman	person
oarswoman	organism
muskrat	rodent
muskrat	placental
muskrat	mammal
shortstop	fielder
shortstop	ballplayer
scenarist	writer
scenarist	literate
oneiromancer	person
oneiromancer	organism
codetalker	worker
codetalker	person
codetalker	organism
roper	cowboy
roper	laborer
roper	workman
roper	employee
eunuch	man
procuress	person
procuress	organism
lookout	lookout
lookout	watchman
lookout	guard
mesophyte	performer
mesophyte	entertainer
mesophyte	person
mesophyte	organism
embezzler	criminal
embezzler	principal
embezzler	financier
embezzler	capitalist
embezzler	conservative
embezzler	adult
mezereon	plant
mezereon	actor
mezereon	performer
mezereon	entertainer
mezereon	person
mezereon	organism
grubby	fish
maleo	vertebrate
maleo	chordate
maleo	animal
maleo	organism
wally	wally
wally	fool
mill-hand	worker
mill-hand	person
mill-hand	organism
limpet	invertebrate
wallah	worker
pollinator	insect
pollinator	arthropod
pollinator	invertebrate
pollinator	animal
drake	drake
drake	duck
drake	waterfowl
dotterel	bird
dotterel	vertebrate
dotterel	chordate
dotterel	animal
greengrocer	merchant
greengrocer	businessperson
greengrocer	capitalist
greengrocer	conservative
greengrocer	adult
foxhound	dog
foxhound	chap
foxhound	male
caladium	herb
caladium	plant
caladium	actor
caladium	performer
caladium	entertainer
syndicator	businessman
syndicator	businessperson
syndicator	capitalist
syndicator	conservative
syndicator	adult
fraxinella	plant
fraxinella	actor
fraxinella	performer
fraxinella	entertainer
fraxinella	person
fraxinella	organism
sarsaparilla	vine
sarsaparilla	plant
sarsaparilla	actor
sarsaparilla	performer
sarsaparilla	entertainer
mongoloid	simpleton
hart	hart
hart	deer
creditor	creditor
trooper	trooper
trooper	policeman
trooper	lawman
trooper	defender
trooper	preserver
pigeon	pigeon
foundling	baby
foundling	child
foundling	offspring
foundling	relative
quince	tree
picker	farmhand
picker	laborer
picker	workman
silversides	fish
silversides	vertebrate
silversides	chordate
silversides	animal
epiphyllum	plant
epiphyllum	actor
epiphyllum	performer
epiphyllum	entertainer
cockroach	insect
cockroach	arthropod
cockroach	invertebrate
cherimoya	tree
cherimoya	plant
cherimoya	actor
cherimoya	performer
cherimoya	entertainer
primigravida	woman
primigravida	female
primigravida	person
primigravida	organism
foster-son	relative
foster-son	person
foster-son	organism
parodist	entertainer
prophet	prophet
edger	needleworker
edger	maker
edger	creator
subshrub	subshrub
scandalmonger	communicator
scandalmonger	person
scandalmonger	organism
antiquary	expert
doge	judge
doge	official
stepmother	parent
stepmother	genitor
stepmother	progenitor
stepmother	ancestor
edmontosaurus	vertebrate
edmontosaurus	chordate
edmontosaurus	animal
tussah	insect
tussah	arthropod
tussah	invertebrate
tussah	animal
nativist	scholar
nativist	intellectual
welterweight	wrestler
welterweight	combatant
carter	carter
dogmatist	professional
dogmatist	athlete
dogmatist	contestant
buteonine	person
buteonine	organism
kob	antelope
kob	bovid
kob	ruminant
kob	ungulate
kob	placental
kob	mammal
kob	vertebrate
kob	chordate
mouthbreeder	animal
mouthbreeder	organism
crossbill	oscine
crossbill	passerine
crossbill	bird
crossbill	vertebrate
crossbill	chordate
crossbill	animal
militant	militant
militant	reformer
militant	disputant
hay-scented	plant
hay-scented	actor
hay-scented	performer
hay-scented	entertainer
hay-scented	person
hay-scented	organism
mamo	oscine
mamo	passerine
mamo	bird
mamo	vertebrate
mamo	chordate
mamo	animal
booster	booster
booster	thief
caseworm	animal
caseworm	organism
stirk	bovid
stirk	ruminant
stirk	ungulate
stirk	placental
stirk	mammal
stirk	vertebrate
stirk	chordate
stirk	animal
seagrass	alga
seagrass	protoctist
seagrass	microorganism
goldenseal	herb
dentist	dentist
earthtongue	organism
parr	young
bunter	player
bunter	participant
bunter	associate
bunter	subordinate
bunter	assistant
soursop	tree
soursop	plant
soursop	actor
soursop	performer
soursop	entertainer
harvestman	arthropod
harvestman	invertebrate
harvestman	animal
astilbe	herb
astilbe	plant
astilbe	actor
astilbe	performer
astilbe	entertainer
gavial	vertebrate
gavial	chordate
gavial	animal
gavial	organism
bohemian	bohemian
bohemian	nonconformist
bohemian	dissenter
filibuster	legislator
filibuster	politician
filibuster	schemer
filibuster	planner
convener	caller
convener	visitor
convener	traveler
trifler	person
trifler	organism
idler	idler
idler	nonworker
trudger	person
trudger	organism
tattler	bird
subdeacon	leader
listeria	eubacteria
listeria	moneran
listeria	microorganism
zucchini	marrow
zucchini	squash
zucchini	vine
godfather	godfather
godfather	godparent
godfather	patron
headmaster	principal
headmaster	financier
salmon	salmon
moss	moss
moss	bryophyte
daphne	daphne
chard	vegetable
chard	herb
sibyl	visionary
sibyl	intellectual
organist	musician
humanitarian	humanitarian
aerialist	athlete
aerialist	contestant
mammoth	mammoth
mammoth	elephant
mammoth	proboscidean
halfback	back
halfback	player
halfback	participant
halfback	associate
halfback	subordinate
clinician	practitioner
jaboticaba	tree
jaboticaba	plant
jaboticaba	actor
jaboticaba	performer
jaboticaba	entertainer
jaboticaba	person
jaboticaba	organism
sparrow	sparrow
sparrow	passerine
hopper	hopper
hopper	jumper
percher	person
percher	organism
dealfish	organism
fink	fink
fink	informer
fink	informant
shingler	worker
paynim	person
paynim	organism
legionnaire	soldier
legionnaire	serviceman
appeaser	negotiator
appeaser	communicator
scapegrace	person
scapegrace	organism
racehorse	racehorse
barrenwort	herb
barrenwort	plant
barrenwort	actor
barrenwort	performer
barrenwort	entertainer
barrenwort	person
barrenwort	organism
sowbane	person
sowbane	organism
ferret	ferret
ferret	polecat
ferret	carnivore
ferret	predator
batter	batter
batter	ballplayer
mylodon	placental
mylodon	mammal
mylodon	vertebrate
mylodon	chordate
mylodon	animal
mylodon	organism
bristlegrass	herb
bristlegrass	plant
bristlegrass	actor
bristlegrass	performer
bristlegrass	entertainer
bristlegrass	person
bristlegrass	organism
rosefish	vertebrate
rosefish	chordate
rosefish	animal
rosefish	organism
surrenderer	person
surrenderer	organism
cowbird	oscine
cowbird	passerine
cowbird	bird
cowbird	vertebrate
cowbird	chordate
tiglon	animal
tiglon	organism
double-crosser	person
double-crosser	organism
lion	lion
allosaur	vertebrate
allosaur	chordate
allosaur	animal
allosaur	organism
sahib	European
sahib	inhabitant
internationalist	socialist
internationalist	politician
internationalist	schemer
internationalist	planner
transferer	mover
transferer	workman
transferer	employee
powerhouse	powerhouse
angrecum	person
angrecum	organism
puffbird	bird
puffbird	vertebrate
puffbird	chordate
puffbird	animal
transferee	recipient
transferee	acquirer
self-heal	herb
self-heal	plant
self-heal	actor
self-heal	performer
self-heal	entertainer
criminologist	specialist
criminologist	expert
lancetfish	vertebrate
lancetfish	chordate
lancetfish	animal
lancetfish	organism
lightwood	tree
lightwood	plant
lightwood	actor
lightwood	performer
lightwood	entertainer
shaman	shaman
shaman	priest
shaman	clergyman
metazoan	animal
titterer	person
titterer	organism
quadruped	vertebrate
quadruped	chordate
quadruped	animal
cubeb	plant
cubeb	actor
cubeb	performer
cubeb	entertainer
selectwoman	official
selectwoman	worker
selectwoman	person
selectwoman	organism
ortolan	bird
ortolan	vertebrate
ortolan	chordate
ortolan	animal
feverroot	performer
feverroot	entertainer
feverroot	person
feverroot	organism
meadowgrass	grass
meadowgrass	herb
bongo	antelope
bongo	bovid
bongo	ruminant
sissoo	tree
sissoo	plant
sissoo	actor
sissoo	performer
sissoo	entertainer
sissoo	person
sissoo	organism
asserter	communicator
asserter	person
asserter	organism
alumnus	scholar
alumnus	intellectual
vestryman	official
vestryman	worker
vestryman	person
vestryman	organism
greenskeeper	defender
greenskeeper	preserver
greenskeeper	cook
greenskeeper	worker
apostle	apostle
apostle	believer
bondwoman	worker
collaborator	collaborator
screener	guard
screener	defender
screener	preserver
screener	cook
nerita	invertebrate
nerita	animal
nerita	organism
hyperope	person
hyperope	organism
acolyte	clergyman
acolyte	leader
gar	ganoid
gal	gal
she-oak	tree
she-oak	plant
she-oak	actor
she-oak	performer
she-oak	entertainer
mystic	mystic
mystic	believer
imperialist	believer
fleawort	plant
fleawort	actor
fleawort	performer
fleawort	entertainer
fleawort	person
fleawort	organism
propositus	person
propositus	organism
cygnet	young
vulcanizer	worker
vulcanizer	person
sociologist	scientist
perpetrator	wrongdoer
butcher	butcher
honeybee	bee
honeybee	insect
honeybee	arthropod
honeybee	invertebrate
